#,Company Name,Company Website,Sector Classification,Brief Company Description,HQ Location,Where will roles be located? (post COVID-19),Stage - Series,Current Team Size,Link to Job Postings,Apprx. Total Roles Open,Open to Part-time or Internships?,Engineering,Design,Operations,Sales and Marketing,"Other (PM, Data Science, Legal, etc)",Software Engineer,Frontend Engineer,Backend Engineer,Full Stack Engineer,Mobile Developer,QA Engineer,DevOps,Software Architect,Hardware Engineer,Mechanical Engineer,Systems Engineer,UI/UX Designer,User Researcher,Visual Designer,Creative Director,Finance/ Accounting,Human Resources,Office Manager,Talent/Recruiting,Customer Service,Operations Manager,Executive Assistant,Business Development Representative,Sales Development Representative,Account Executive,Business Development Manager,Account Manager,Sales Manager,Marketer,Marketing Manager,Growth,Customer Success,Business Analyst,Data Scientist,Product Manager,Project Manager,Attorney
344,Snowdrop Solutions Ltd,www.snowdropsolutions.co.uk,Enterprise Technology,"Snowdrop Solutions Limited is a team of location experts, dedicated to digital mapping.
 Snowdrop helps organisations to maximise the value of Google Maps Platform through service experiences that drive consumer adoption, user engagement and online transactions.
 
 We have an outstanding track record of map successes - in multiple customers, sectors (Fintech, Travel & Leisure, Transportation and Real Estate) and territories (EMEA & Asia Pacific).
 
 Snowdrop Solutions is a Google Cloud & Maps Premier Partner across EMEA that:
 
 - Optimises the value of Google Maps Platform licenses
 - Integrates and customises your datasets
 - Provides insights and case studies for publication with Google
 - Develop innovative products to improve customer satisfaction and fight fraud in Fintech and Financial Services companies (MRS).
 
 In order to make our customer’s journey a satisfying and productive one, Snowdrop relies upon a proven engagement model that combines your needs and requirements with our experienced workflow and best practices.","United Kingdom, The",At HQ (as listed above),Series C,11-50 FTE,https://snowdropsolutions.co.uk/career/,1-5,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
345,Upswing,Upswing.io,Enterprise Technology,Upswing works with colleges and universities to increase student persistence among online and nontraditional students.,US/Texas,At HQ (as listed above),Series A,11-50 FTE,Angel.co/upswing,1-5,,X,,X,,X,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,
346,Glitch,https://glitch.com,Consumer Technology,"Build fast, full-stack web apps in your browser for free—and with other people using our online IDE!",US/New York,Remote (post COVID-19),Series A,51-100 FTE,Email ezra@glitch.com for freelancing opportunities in product marketing and analytics,1-5,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,X,,,
347,BetterListen! / WisdomFeed,Betterlisten.com,Other,"We publish audiobooks and online courses in the mindfulness, wellness and spirituality niche. We are re launching our content hub WisdomFeed.com",Fully Remote (not only during COVID-19),Remote (post COVID-19),Seed,1-10 FTE,steve@betterlisten.com,1-5,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,
348,Share Ventures,www.share.vc,Other,A new entrepreneurial model for building venture scale businesses focused on the future of living + work.,US/California,"At HQ (as listed above), Potential for remote, role-dependent",Seed,11-50 FTE,http://bit.ly/shareopportunities,6-10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,X,,X,,,,,X,,,,X,,,,,,X,,X,,,,X,X,
349,Lively,https://www.listenlively.com/,Consumer Technology,"D2C digital health company on a mission to make hearing care more affordable, accessible, and delightful for the millions who suffer from hearing loss. We've built an online hearing aid business and telecare platform that's helped thousands in just a few months.",US/New York,At HQ (as listed above),,11-50 FTE,https://boards.greenhouse.io/lively,6-10,X,X,X,X,X,,X,,,,X,X,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,
350,Snowdrop Solutions,www.snowdropsolutions.co.uk,Enterprise Technology,"Snowdrop Solutions is a Google Cloud and Maps Premier Partner. With businesses across EMEA and Asia Pacific, Snowdrop acts as license, support and customer care provider as well as solutions provider for Fintech, Travel & Leisure, Transportation and Real Estate.","United Kingdom, The","At HQ (as listed above), Remote is allowed, but the attendance to the office is required a few days a week",Series C,11-50 FTE,https://snowdropsolutions.co.uk/career/,1-5,,X,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,
351,tl;dv,tldv.io,Enterprise Technology,tl;dv is a meeting productivity tool for remote teams and has just raised Seedcamp funding after only 3 months of existence. We are now looking for our key hires to scale the company in the next 1.5 years!,Fully Remote (not only during COVID-19),Remote (post COVID-19),Pre-Seed,1-10 FTE,https://drive.google.com/file/d/1zYF62eYvmJ4L6Rh_W0CKQUgiM3355U-n/view?usp=sharing,1-5,X,X,X,,,,X,X,X,X,,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
352,Catasys,Http://www.catasys.com,Healthcare,"Catasys, Inc. provides data analytics based specialized behavioral health management and integrated treatment services to health plans. It offers services through its platform OnTrak solution which is designed to improve member health and at the same time, lower costs to the insurer for underserved populations where behavioral health conditions cause or exacerbate co-existing medical conditions.",US/California,"Remote (post COVID-19), At HQ (as listed above), Oakland,CA",,101-500 FTE,https://catasys.com/careers.html,20+,,X,X,X,X,X,X,X,X,X,,X,X,X,,,X,,,X,,X,,X,,X,X,X,,X,X,,,X,,,,,,X,X,,X
353,Modern Health,https://www.joinmodernhealth.com/,Healthcare,"Modern Health is a mental well-being platform that helps innovative companies and their employees thrive. We empower organizations to help their teams be the best version of themselves, and believe in meeting people wherever they are in their mental health journey.",US/California,At HQ (as listed above),Series B,11-50 FTE,https://boards.greenhouse.io/modernhealth,6-10,,X,,,X,X,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,X,X,,,,,,,X,,,X,,X
354,Grande Communications,http://mygrande.com,Other,"Grande Communications is a 100% US-based broadband communications company that offers a full suite of Internet, TV and phone services for residential and business customers. Like the Texans we serve, we're proud of our independent, 'can-do' attitude that has enabled us to serve over 160,000 customers in communities big and small across Texas.",US/New Jersey,,,,http://mygrande.com/careers,20+,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
355,TalkingPoints,talkingpts.org,,"TalkingPoints drives student success in low-income, diverse areas through building strong partnerships across families, schools, and communities.",US/California,,,11-50 FTE,https://talkingpts.org/careers/,1-5,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
356,GoodRx,https://www.goodrx.com,Healthcare,Helping Americans find affordable healthcare.,US/California,"Remote (post COVID-19), At HQ (as listed above), San Francisco, CA",Series C,101-500 FTE,https://www.goodrx.com/jobs,20+,,X,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,
357,"Big Data Federation, Inc.",https://www.bigdatafed.com,Other,"Big Data Federation, Inc. is an asset management company which applies machine-learning technologies to big data to predict financial and economic fundamentals. We comprise a group of technologists, mathematicians, data scientists, economists, and programmers. The company was incorporated in 2015, is headquartered in Santa Clara, California and has an office in Europe.",US/California,At HQ (as listed above),Series A,11-50 FTE,https://www.bigdatafed.com/jobs/,6-10,,X,,X,,,X,,,X,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
358,Acronym,https://www.acronym.com,Other,"Acronym is the longest established and largest global independent search marketing agency. Since 1995 we have been recognized by the industry as pioneers in SEO, leading experts in PPC, innovators in search technology, and master practitioners of digital analytics.",US/New York,"Remote (post COVID-19), At HQ (as listed above), Toronto, Canada",,101-500 FTE,https://www.acronym.com/careers/,11-20,,X,X,,X,X,,,,,,,,,,,X,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,
359,Professional Investment Advisory Services,https://www.proinvest.com.sg/,Other,"Professional Investment Advisory Services Pte Ltd (""PIAS"") has one of the largest, most respected and fastest growing network of financial advisers in Singapore.
 
 PIAS is an affiliate of Aviva group of companies. Established in 2001 and licensed by the Monetary Authority of Singapore, PIAS is a multi-award winning financial advisory firm in Singapore. PIAS offers a diversified suite of financial services and solutions with a personalised approach.",Singapore,At HQ (as listed above),,,https://indeedhi.re/2yzPN8g,11-20,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,X,,,X,X,,,,,
360,Lytt,https://www.lytt.com/,Enterprise Technology,"A startup in London, focusing on transforming the global energy industry with ground-breaking fibre optics, analytics and insights.","United Kingdom, The",At HQ (as listed above),Series A,11-50 FTE,Please contact ricky.simpson@bplaunchpad.com,1-5,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Skydio,www.skydio.com,Enterprise Technology,"Skydio is the world leader in autonomous drones. Our drones build full 360 degree maps of the world on-board as they fly, allowing not only for omni-directional collision avoidance, but intelligent actions like following people or cars without the need for a pilot.
 Skydio develops all software and hardware, as well as builds and supports its drones at our Redwood City, CA headquarters.",US/California,At HQ (as listed above),Series B,,https://jobs.lever.co/skydio/,11-20,,X,,X,,,X,X,X,X,X,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,
362,Forager,https://foragerscs.com/,Enterprise Technology,"Forager is the leader in cross-border logistics. With a combination of cutting-edge technology and decades of industry experience, forager is changing the game. We’re tackling the problems international shippers and carriers have faced for years and delivering seamless and modern transportation solutions for our customers.",US/Illinois,At HQ (as listed above),Series A,11-50 FTE,https://foragerscs.com/careers/,6-10,,X,,X,X,,X,,,,,,,,,,,,,,,,,,,X,X,,X,X,,X,,,,,,,,,,,
363,Natterbox,Natterbox.com,Enterprise Technology,"Natterbox is a global business phone system, 100% embedded and managed within Salesforce.",US/Illinois,"San Francisco, New York",Series B,11-50 FTE,Email alise.squiric@natterbox.com,1-5,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Asana,https://asana.com/jobs/all,Consumer Technology,"The easiest way to manage team projects and tasks
 Why use Asana? Asana gives you everything you need to stay in sync, hit deadlines, and reach your goals.",US/California,Remote (post COVID-19),Series E+,501+ FTE,https://asana.com/jobs/all,20+,,X,X,X,X,X,X,,,,,,,,,,,X,,,,X,,,,,X,X,X,X,X,X,X,X,,X,X,X,,X,,,
365,Kuvio Creative,https://www.kuv.io/,Enterprise Technology,"We are a team of talented, experienced, and dedicated individuals, dispersed around the globe, who are all committed to one goal: Consistently exceeding our clients’ expectations. Individually, we are developers, engineers, designers, and writers. When we combine these skills and work together we become a pack of innovators, pushing each other to always do better. We are always excited when clients have a new idea and they aren’t yet sure how it can be produced. We push the boundaries with them to create something spectacular.",Fully Remote (not only during COVID-19),Remote (post COVID-19),,11-50 FTE,https://www.linkedin.com/feed/update/urn:li:activity:6658432516271198209,1-5,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,,X,,,,,,,,,
366,BetterWorldEd.org,BetterWorldEd.org,Other,"We help you(th) love learning about self, others, and our world.",Fully Remote (not only during COVID-19),"Remote (post COVID-19), Remote and some roles involve travel (when possible again)",,1-10 FTE,https://BetterWorldEd.org/Careers,1-5,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,,,X,X,,,,,
367,Supermove,supermove.co,Enterprise Technology,Replace paperwork,US/California,"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,https://www.notion.so/supermove/Supermove-Open-Positions-f15111a3b14244f0906c7c00417da44a,1-5,X,X,X,X,X,,X,X,,X,,,,,,,,X,,X,X,,,,,X,,,X,,X,,,,X,,X,,,,,,
368,Endless Events,http://www.helloendless.com,Enterprise Technology,We produce virtual events across the world,Fully Remote (not only during COVID-19),Remote (post COVID-19),,11-50 FTE,http://careers.helloendless.com,20+,X,,X,X,X,X,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,,X,X,
369,DNAstack,https://dnastack.com/,Healthcare,"We develop standards and technologies for scientists to more efficiently find, access, and analyze the world's exponentially growing volumes of genomic and biomedical data.",Canada,At HQ (as listed above),Seed,11-50 FTE,https://dnastack.com/#/company/careers,1-5,,X,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
370,Paramount Advertising and Lead Solutions,paramountals.com,Consumer Technology,We are a Lead Solutions company with over 30 years of successful consulting.,US/Illinois,At HQ (as listed above),,11-50 FTE,https://www.paramountals.com/career-opportunities,6-10,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,
371,BlockFi,www.blockfi.com,Consumer Technology,,US/New York,"Remote (post COVID-19), At HQ (as listed above)",Series B,51-100 FTE,"BlockFi provides the wealth management products cryptoinvestors need, all powered by blockchain technology.",6-10,,X,,X,X,X,,,X,,,,,,,,,,,,,X,X,,,,X,X,,,,,,,,,X,,,,X,,
372,Illumina,Illumina,Healthcare,"Illumina develops, manufactures, and markets integrated systems for the analysis of genetic variation and biological function.",US/California,At HQ (as listed above),Series E+,1-10 FTE,https://illumina.wd1.myworkdayjobs.com/en-US/illumina-careers/job/US---California---San-Diego/Commercial-Analytics--Software-Engineer_20030-JOB,1-5,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,"Flow Commerce, Inc.",flow.io,Enterprise Technology,"Flow's solution automates and simplifies every aspect of the international e-commerce process for our customers by offering multi-currency pricing, cost efficient and rapid shipping, international payment options, well-defined taxes and duties, and simple returns. Now e-commerce brands with global aspirations can increase their customer conversion and grow international revenue.",US/New Jersey,At HQ (as listed above),Series B,51-100 FTE,https://www.flow.io/careers/,1-5,,,,X,X,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,
374,Plantclub,https://www.plantclub.io/,Other,Plantclub is focused on improving startup office life by bringing nature into Europe’s workplaces.,Germany,At HQ (as listed above),Pre-Seed,1-10 FTE,https://www.plantclub.io/en/jobs,1-5,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,
375,Clarisights,www.clarisights.com,Enterprise Technology,"Realtime, interactive and contextual reporting for high performance marketing teams",India,At HQ (as listed above),Seed,11-50 FTE,,1-5,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,WPEngine,wpengine.com,Enterprise Technology,PaaS platform for Wordpress.,US/Texas,"Remote (post COVID-19), At HQ (as listed above), London, Brisbane, Limerick, Krakow",,501+ FTE,https://wpengine.careers/,20+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Tara Intelligence Inc.,https://tara.ai/,Enterprise Technology,"A platform designed to help remote teams move faster in product development. Tara helps teams deliver on planned release cycles, with more predictability.",US/California,At HQ (as listed above),Series A,11-50 FTE,https://tara.ai/about/careers,1-5,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,
378,WFH Candles,wfhcandles.com,Consumer Technology,We design and sell beautiful candles with scents that stimulate productivity. Perfect for WFH. All proceeds will be donated to charities helping those impacted by COVID19. Please support the cause. We're looking for e-commerce experts!,US/California,"Remote (post COVID-19), At HQ (as listed above)",Series A,1-10 FTE,hi@wfhcandles.com,6-10,X,,X,X,X,X,,,,,,,,,,,,X,X,X,X,,,,,X,X,,,X,,,,,X,X,X,X,X,X,X,X,
379,Numina,http://numina.co,Enterprise Technology,Numina,Fully Remote (not only during COVID-19),"Remote (post COVID-19), At HQ (as listed above)",Seed,1-10 FTE,angel.co/numina/jobs,1-5,,X,,,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,X,,,
380,Vanta,https://vanta.com,Enterprise Technology,"Vanta is ""security in a box"" for technology companies — we build a suite of simple, effective, and easy-to-deploy tools powerful enough to take a company through full SOC 2 compliance.",US/California,At HQ (as listed above),Seed,11-50 FTE,https://vanta.com/jobs,6-10,,X,X,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,
381,Aquabyte,https://www.aquabyte.ai,Enterprise Technology,Aquaculture meets machine learning.,US/California,At HQ (as listed above),Series A,11-50 FTE,https://jobs.lever.co/aquabyte/,1-5,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,WhereBy.Us,WhereBy.Us,Enterprise Technology,The operating system for email newsletters,US/California,Remote (post COVID-19),Seed,11-50 FTE,https://whereby.applytojob.com/apply,6-10,X,X,X,,X,,X,,,X,,,,,,,,X,,,,,,,,,,,,,,,,X,,,X,,,,,,
383,Komodo Health,https://www.komodohealth.com/,Healthcare,,US/California,"At HQ (as listed above), New York City is an option",Series C,101-500 FTE,https://www.komodohealth.com/careers/,1-5,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,edX,edx.org,Other,"edX is a non-profit, massive open online course (MOOC) provider. We partner with the world’s leading universities and organizations to offer high-quality online courses to learners across the world.",US/Massachusetts,At HQ (as listed above),,101-500 FTE,https://www.edx.org/careers,6-10,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Current,Current,Consumer Technology,"We are a leading U.S. challenger bank built to meet the needs of people with unique lives who have been overlooked by the traditional banking industry. Our proprietary Current Core technology allows us to provide premium banking services for everyone, regardless of age or income, and improve the financial outcomes of our members without overdraft fees, minimum balance requirements, or hidden fees.",US/New York,At HQ (as listed above),Series B,11-50 FTE,https://current.com/about-us#careers,11-20,,X,X,,,,X,X,X,X,X,X,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,
386,BitMEX,http://bitmex.com,Other,"BitMEX is the leader in the Bitcoin/USD market and is rapidly expanding. As one of the fastest-growing companies in the Cryptocurrency and Fintech space, we provide a unique, trading-focused experience to digital currency markets. BitMEX is a finance-first company, building upon the technologies and best practices used in today’s fast-moving derivatives markets and bringing them to the web.",US/California,"At HQ (as listed above), San Francisco, Hong Kong, Singapore",,101-500 FTE,https://grnh.se/da35df3b2,11-20,,X,X,X,,,X,X,X,X,X,,X,,,,,,,X,,,X,,X,,,,,,,,,,,,,,,,,,
387,Indigo Agriculture,https://www.indigoag.com/,Consumer Technology,"Indigo is working with growers to reimagine the entire agriculture system, from soil to sale. Taking a systems approach to the entire agriculture industry through three core Marketplaces—Grain, Transport, and Carbon—Indigo is furthering its mission of harnessing nature to help farmers sustainably feed the planet.",US/Massachusetts,"Remote (post COVID-19), At HQ (as listed above)",Series E+,501+ FTE,https://www.indigoag.com/join-us,20+,,X,X,,,X,X,X,X,X,X,,,,,,,X,X,X,,,,,,,,,,,,,,,,,,,,X,X,,
